# number of receivers
595
# name (9 chars), lat, lon, "1/weight" (unused in cSEM)
__CI._USC   34.019 -118.286 0.00
Calt._USC   34.021 -118.287 0.00
MEDN._VAE   37.469   14.353 0.00
Iris._VAL   51.939  -10.244 0.00
Broa.VANB   38.595   43.389 0.00
ANSS.VBMS   32.219  -90.518 0.00
TERR._VCS   34.484 -118.112 0.00
MEDN._VLC   44.159   10.386 0.00
Cana.VLDQ   48.190  -77.757 0.00
_AWI.VNA1  -70.690   -8.276 0.00
_AWI.VNA3  -71.242   -9.666 0.00
Glob.VNDA  -77.517  161.853 0.00
_GTS.VNDA  -77.517  161.853 0.00
GEOF._VOI  -22.026   46.706 0.00
MEDN._VSL   39.496    9.378 0.00
GEOF._VSU   58.462   26.735 0.00
MEDN._VTS   42.618   23.235 0.00
__CI._VTV   34.561 -117.330 0.00
Calt._VTV   34.567 -117.333 0.00
POLE.WAIS  -79.418 -111.778 0.00
_GSN.WAKE   19.283  166.654 0.00
Cana.WAPA   55.183 -119.254 0.00
_GSN._WCI   38.229  -86.294 0.00
MEDN._WDD   35.867   14.523 0.00
Cana.WEMQ   53.054  -77.974 0.00
Cana.WHFN   62.559 -107.087 0.00
Chin._WHN   30.543  114.354 0.00
Cana._WHY   60.660 -134.881 0.00
POLE.WILS  -80.040  -80.559 0.00
Afri._WIN  -22.567   17.100 0.00
GEOF._WLF   49.665    6.153 0.00
ANSS.WMOK   34.738  -98.781 0.00
_CDS._WMQ   43.821   87.695 0.00
IRIS._WMQ   43.821   87.695 0.00
_NCD._WMQ   43.821   87.695 0.00
_GSN.WRAB  -19.934  134.360 0.00
Aust.WRKA  -25.038  128.296 0.00
GEOS._WUS   41.199   79.218 0.00
_GSN._WVT   36.130  -87.830 0.00
IRIS._XAN   34.039  108.921 0.00
_NCD._XAN   34.031  108.924 0.00
Chin._XLT   43.900  116.079 0.00
_GSN.XMAS    2.045 -157.445 0.00
Aust.XMIS  -10.481  105.652 0.00
_GSN._YAK   62.031  129.681 0.00
Cana.YBKN   64.318  -96.003 0.00
Cana.YKW3   62.562 -114.610 0.00
_GSN._YSS   46.958  142.761 0.00
GEOF._ZKR   35.115   26.217 0.00
Free._ZMM   26.233  127.304 0.00
